"tabell_navn","aar","naringsregion_nr","vreg_3","enhet","botid_5","tabellvariabel"
"befolkning_botid","2015","01","alle","personer","5_9","587"
"befolkning_botid","2015","02","1","personer","5_9","1090"
"befolkning_botid","2015","02","2","personer","5_9","738"
"befolkning_botid","2015","02","alle","personer","5_9","1828"
"befolkning_botid","2015","03","1","personer","5_9","1019"
"befolkning_botid","2015","03","2","personer","5_9","681"
"befolkning_botid","2015","03","alle","personer","5_9","1700"
"befolkning_botid","2015","04","1","personer","5_9","1708"
"befolkning_botid","2015","04","2","personer","5_9","2127"
"befolkning_botid","2015","04","alle","personer","5_9","3835"
"befolkning_botid","2015","05","1","personer","5_9","3839"
"befolkning_botid","2015","05","2","personer","5_9","2673"
"befolkning_botid","2015","05","alle","personer","5_9","6512"
"befolkning_botid","2015","06","1","personer","5_9","2013"
"befolkning_botid","2015","06","2","personer","5_9","1538"
"befolkning_botid","2015","06","alle","personer","5_9","3551"
"befolkning_botid","2015","07","1","personer","5_9","3020"
"befolkning_botid","2015","07","2","personer","5_9","2551"
"befolkning_botid","2015","07","alle","personer","5_9","5571"
"befolkning_botid","2015","08","1","personer","5_9","1825"
"befolkning_botid","2015","08","2","personer","5_9","1096"
"befolkning_botid","2015","08","alle","personer","5_9","2921"
"befolkning_botid","2015","09","1","personer","5_9","13614"
"befolkning_botid","2015","09","2","personer","5_9","15608"
"befolkning_botid","2015","09","alle","personer","5_9","29222"
"befolkning_botid","2015","10","1","personer","5_9","203"
"befolkning_botid","2015","10","2","personer","5_9","95"
"befolkning_botid","2015","10","alle","personer","5_9","298"
"befolkning_botid","2015","11","1","personer","5_9","430"
"befolkning_botid","2015","11","2","personer","5_9","368"
"befolkning_botid","2015","11","alle","personer","5_9","798"
"befolkning_botid","2015","12","1","personer","5_9","904"
"befolkning_botid","2015","12","2","personer","5_9","930"
"befolkning_botid","2015","12","alle","personer","5_9","1834"
"befolkning_botid","2015","13","1","personer","5_9","323"
"befolkning_botid","2015","13","2","personer","5_9","316"
"befolkning_botid","2015","13","alle","personer","5_9","639"
"befolkning_botid","2015","14","1","personer","5_9","664"
"befolkning_botid","2015","14","2","personer","5_9","669"
"befolkning_botid","2015","14","alle","personer","5_9","1333"
"befolkning_botid","2015","15","1","personer","5_9","313"
"befolkning_botid","2015","15","2","personer","5_9","251"
"befolkning_botid","2015","15","alle","personer","5_9","564"
"befolkning_botid","2015","16","1","personer","5_9","403"
"befolkning_botid","2015","16","2","personer","5_9","499"
"befolkning_botid","2015","16","alle","personer","5_9","902"
"befolkning_botid","2015","17","1","personer","5_9","230"
"befolkning_botid","2015","17","2","personer","5_9","63"
"befolkning_botid","2015","17","alle","personer","5_9","293"
"befolkning_botid","2015","18","1","personer","5_9","174"
"befolkning_botid","2015","18","2","personer","5_9","102"
"befolkning_botid","2015","18","alle","personer","5_9","276"
"befolkning_botid","2015","19","1","personer","5_9","309"
"befolkning_botid","2015","19","2","personer","5_9","102"
"befolkning_botid","2015","19","alle","personer","5_9","411"
"befolkning_botid","2015","20","1","personer","5_9","3546"
"befolkning_botid","2015","20","2","personer","5_9","2746"
"befolkning_botid","2015","20","alle","personer","5_9","6292"
"befolkning_botid","2015","21","1","personer","5_9","520"
"befolkning_botid","2015","21","2","personer","5_9","174"
"befolkning_botid","2015","21","alle","personer","5_9","694"
"befolkning_botid","2015","22","1","personer","5_9","479"
"befolkning_botid","2015","22","2","personer","5_9","463"
"befolkning_botid","2015","22","alle","personer","5_9","942"
"befolkning_botid","2015","23","1","personer","5_9","354"
"befolkning_botid","2015","23","2","personer","5_9","170"
"befolkning_botid","2015","23","alle","personer","5_9","524"
"befolkning_botid","2015","24","1","personer","5_9","641"
"befolkning_botid","2015","24","2","personer","5_9","410"
"befolkning_botid","2015","24","alle","personer","5_9","1051"
"befolkning_botid","2015","25","1","personer","5_9","2048"
"befolkning_botid","2015","25","2","personer","5_9","1303"
"befolkning_botid","2015","25","alle","personer","5_9","3351"
"befolkning_botid","2015","26","1","personer","5_9","1422"
"befolkning_botid","2015","26","2","personer","5_9","1071"
"befolkning_botid","2015","26","alle","personer","5_9","2493"
"befolkning_botid","2015","27","1","personer","5_9","1219"
"befolkning_botid","2015","27","2","personer","5_9","1645"
"befolkning_botid","2015","27","alle","personer","5_9","2864"
"befolkning_botid","2015","28","1","personer","5_9","179"
"befolkning_botid","2015","28","2","personer","5_9","197"
"befolkning_botid","2015","28","alle","personer","5_9","376"
"befolkning_botid","2015","29","1","personer","5_9","205"
"befolkning_botid","2015","29","2","personer","5_9","178"
"befolkning_botid","2015","29","alle","personer","5_9","383"
"befolkning_botid","2015","30","1","personer","5_9","241"
"befolkning_botid","2015","30","2","personer","5_9","62"
"befolkning_botid","2015","30","alle","personer","5_9","303"
"befolkning_botid","2015","31","1","personer","5_9","121"
"befolkning_botid","2015","31","2","personer","5_9","127"
"befolkning_botid","2015","31","alle","personer","5_9","248"
"befolkning_botid","2015","32","1","personer","5_9","1476"
"befolkning_botid","2015","32","2","personer","5_9","1002"
"befolkning_botid","2015","32","alle","personer","5_9","2478"
"befolkning_botid","2015","33","1","personer","5_9","535"
"befolkning_botid","2015","33","2","personer","5_9","332"
"befolkning_botid","2015","33","alle","personer","5_9","867"
"befolkning_botid","2015","34","1","personer","5_9","456"
"befolkning_botid","2015","34","2","personer","5_9","252"
"befolkning_botid","2015","34","alle","personer","5_9","708"
"befolkning_botid","2015","35","1","personer","5_9","1747"
"befolkning_botid","2015","35","2","personer","5_9","1979"
"befolkning_botid","2015","35","alle","personer","5_9","3726"
"befolkning_botid","2015","36","1","personer","5_9","424"
"befolkning_botid","2015","36","2","personer","5_9","266"
"befolkning_botid","2015","36","alle","personer","5_9","690"
"befolkning_botid","2015","37","1","personer","5_9","2031"
"befolkning_botid","2015","37","2","personer","5_9","1102"
"befolkning_botid","2015","37","alle","personer","5_9","3133"
"befolkning_botid","2015","38","1","personer","5_9","506"
"befolkning_botid","2015","38","2","personer","5_9","169"
"befolkning_botid","2015","38","alle","personer","5_9","675"
"befolkning_botid","2015","39","1","personer","5_9","7439"
"befolkning_botid","2015","39","2","personer","5_9","5079"
"befolkning_botid","2015","39","alle","personer","5_9","12518"
"befolkning_botid","2015","40","1","personer","5_9","4747"
"befolkning_botid","2015","40","2","personer","5_9","3924"
"befolkning_botid","2015","40","alle","personer","5_9","8671"
"befolkning_botid","2015","41","1","personer","5_9","529"
"befolkning_botid","2015","41","2","personer","5_9","160"
"befolkning_botid","2015","41","alle","personer","5_9","689"
"befolkning_botid","2015","42","1","personer","5_9","440"
"befolkning_botid","2015","42","2","personer","5_9","180"
"befolkning_botid","2015","42","alle","personer","5_9","620"
"befolkning_botid","2015","43","1","personer","5_9","116"
"befolkning_botid","2015","43","2","personer","5_9","123"
"befolkning_botid","2015","43","alle","personer","5_9","239"
"befolkning_botid","2015","44","1","personer","5_9","715"
"befolkning_botid","2015","44","2","personer","5_9","232"
"befolkning_botid","2015","44","alle","personer","5_9","947"
"befolkning_botid","2015","45","1","personer","5_9","313"
"befolkning_botid","2015","45","2","personer","5_9","57"
"befolkning_botid","2015","45","alle","personer","5_9","370"
"befolkning_botid","2015","46","1","personer","5_9","1076"
"befolkning_botid","2015","46","2","personer","5_9","562"
"befolkning_botid","2015","46","alle","personer","5_9","1638"
"befolkning_botid","2015","47","1","personer","5_9","1062"
"befolkning_botid","2015","47","2","personer","5_9","520"
"befolkning_botid","2015","47","alle","personer","5_9","1582"
"befolkning_botid","2015","48","1","personer","5_9","166"
"befolkning_botid","2015","48","2","personer","5_9","40"
"befolkning_botid","2015","48","alle","personer","5_9","206"
"befolkning_botid","2015","49","1","personer","5_9","647"
"befolkning_botid","2015","49","2","personer","5_9","197"
"befolkning_botid","2015","49","alle","personer","5_9","844"
"befolkning_botid","2015","50","1","personer","5_9","480"
"befolkning_botid","2015","50","2","personer","5_9","147"
"befolkning_botid","2015","50","alle","personer","5_9","627"
"befolkning_botid","2015","51","1","personer","5_9","412"
"befolkning_botid","2015","51","2","personer","5_9","306"
"befolkning_botid","2015","51","alle","personer","5_9","718"
"befolkning_botid","2015","52","1","personer","5_9","854"
"befolkning_botid","2015","52","2","personer","5_9","567"
"befolkning_botid","2015","52","alle","personer","5_9","1421"
"befolkning_botid","2015","53","1","personer","5_9","1040"
"befolkning_botid","2015","53","2","personer","5_9","419"
"befolkning_botid","2015","53","alle","personer","5_9","1459"
"befolkning_botid","2015","54","1","personer","5_9","501"
"befolkning_botid","2015","54","2","personer","5_9","155"
"befolkning_botid","2015","54","alle","personer","5_9","656"
"befolkning_botid","2015","55","1","personer","5_9","835"
"befolkning_botid","2015","55","2","personer","5_9","401"
"befolkning_botid","2015","55","alle","personer","5_9","1236"
"befolkning_botid","2015","56","1","personer","5_9","1435"
"befolkning_botid","2015","56","2","personer","5_9","706"
"befolkning_botid","2015","56","alle","personer","5_9","2141"
"befolkning_botid","2015","57","1","personer","5_9","271"
"befolkning_botid","2015","57","2","personer","5_9","102"
"befolkning_botid","2015","57","alle","personer","5_9","373"
"befolkning_botid","2015","58","1","personer","5_9","491"
"befolkning_botid","2015","58","2","personer","5_9","77"
"befolkning_botid","2015","58","alle","personer","5_9","568"
"befolkning_botid","2015","59","1","personer","5_9","105"
"befolkning_botid","2015","59","2","personer","5_9","57"
"befolkning_botid","2015","59","alle","personer","5_9","162"
"befolkning_botid","2015","60","1","personer","5_9","200"
"befolkning_botid","2015","60","2","personer","5_9","195"
"befolkning_botid","2015","60","alle","personer","5_9","395"
"befolkning_botid","2015","61","1","personer","5_9","2604"
"befolkning_botid","2015","61","2","personer","5_9","3012"
"befolkning_botid","2015","61","alle","personer","5_9","5616"
"befolkning_botid","2015","62","1","personer","5_9","80"
"befolkning_botid","2015","62","2","personer","5_9","23"
"befolkning_botid","2015","62","alle","personer","5_9","103"
"befolkning_botid","2015","63","1","personer","5_9","166"
"befolkning_botid","2015","63","2","personer","5_9","269"
"befolkning_botid","2015","63","alle","personer","5_9","435"
"befolkning_botid","2015","64","1","personer","5_9","580"
"befolkning_botid","2015","64","2","personer","5_9","543"
"befolkning_botid","2015","64","alle","personer","5_9","1123"
"befolkning_botid","2015","65","1","personer","5_9","77"
"befolkning_botid","2015","65","2","personer","5_9","34"
"befolkning_botid","2015","65","alle","personer","5_9","111"
"befolkning_botid","2015","66","1","personer","5_9","134"
"befolkning_botid","2015","66","2","personer","5_9","39"
"befolkning_botid","2015","66","alle","personer","5_9","173"
"befolkning_botid","2015","67","1","personer","5_9","145"
"befolkning_botid","2015","67","2","personer","5_9","142"
"befolkning_botid","2015","67","alle","personer","5_9","287"
"befolkning_botid","2015","68","1","personer","5_9","87"
"befolkning_botid","2015","68","2","personer","5_9","93"
"befolkning_botid","2015","68","alle","personer","5_9","180"
"befolkning_botid","2015","69","1","personer","5_9","91"
"befolkning_botid","2015","69","2","personer","5_9","122"
"befolkning_botid","2015","69","alle","personer","5_9","213"
"befolkning_botid","2015","70","1","personer","5_9","60"
"befolkning_botid","2015","70","2","personer","5_9","21"
"befolkning_botid","2015","70","alle","personer","5_9","81"
"befolkning_botid","2015","71","1","personer","5_9","84"
"befolkning_botid","2015","71","2","personer","5_9","99"
"befolkning_botid","2015","71","alle","personer","5_9","183"
"befolkning_botid","2015","72","1","personer","5_9","217"
"befolkning_botid","2015","72","2","personer","5_9","248"
"befolkning_botid","2015","72","alle","personer","5_9","465"
"befolkning_botid","2015","73","1","personer","5_9","582"
"befolkning_botid","2015","73","2","personer","5_9","772"
"befolkning_botid","2015","73","alle","personer","5_9","1354"
"befolkning_botid","2015","74","1","personer","5_9","198"
"befolkning_botid","2015","74","2","personer","5_9","258"
"befolkning_botid","2015","74","alle","personer","5_9","456"
"befolkning_botid","2015","75","1","personer","5_9","311"
"befolkning_botid","2015","75","2","personer","5_9","263"
"befolkning_botid","2015","75","alle","personer","5_9","574"
"befolkning_botid","2015","76","1","personer","5_9","216"
"befolkning_botid","2015","76","2","personer","5_9","366"
"befolkning_botid","2015","76","alle","personer","5_9","582"
"befolkning_botid","2015","77","1","personer","5_9","309"
"befolkning_botid","2015","77","2","personer","5_9","513"
"befolkning_botid","2015","77","alle","personer","5_9","822"
"befolkning_botid","2015","78","1","personer","5_9","200"
"befolkning_botid","2015","78","2","personer","5_9","203"
"befolkning_botid","2015","78","alle","personer","5_9","403"
"befolkning_botid","2015","79","1","personer","5_9","1034"
"befolkning_botid","2015","79","2","personer","5_9","835"
"befolkning_botid","2015","79","alle","personer","5_9","1869"
"befolkning_botid","2015","80","1","personer","5_9","106"
"befolkning_botid","2015","80","2","personer","5_9","109"
"befolkning_botid","2015","80","alle","personer","5_9","215"
"befolkning_botid","2015","81","1","personer","5_9","500"
"befolkning_botid","2015","81","2","personer","5_9","548"
"befolkning_botid","2015","81","alle","personer","5_9","1048"
"befolkning_botid","2015","82","1","personer","5_9","81"
"befolkning_botid","2015","82","2","personer","5_9","82"
"befolkning_botid","2015","82","alle","personer","5_9","163"
"befolkning_botid","2015","83","1","personer","5_9","197"
"befolkning_botid","2015","83","2","personer","5_9","402"
"befolkning_botid","2015","83","alle","personer","5_9","599"
"befolkning_botid","2015","01","1","personer","alle","1467"
"befolkning_botid","2015","01","2","personer","alle","1629"
"befolkning_botid","2015","01","alle","personer","alle","3096"
"befolkning_botid","2015","02","1","personer","alle","3789"
"befolkning_botid","2015","02","2","personer","alle","3476"
"befolkning_botid","2015","02","alle","personer","alle","7265"
"befolkning_botid","2015","03","1","personer","alle","3752"
"befolkning_botid","2015","03","2","personer","alle","3879"
"befolkning_botid","2015","03","alle","personer","alle","7631"
"befolkning_botid","2015","04","1","personer","alle","6707"
"befolkning_botid","2015","04","2","personer","alle","10328"
"befolkning_botid","2015","04","alle","personer","alle","17035"
"befolkning_botid","2015","05","1","personer","alle","15759"
"befolkning_botid","2015","05","2","personer","alle","13617"
"befolkning_botid","2015","05","alle","personer","alle","29376"
"befolkning_botid","2015","06","1","personer","alle","9176"
"befolkning_botid","2015","06","2","personer","alle","7970"
"befolkning_botid","2015","06","alle","personer","alle","17146"
"befolkning_botid","2015","07","1","personer","alle","11829"
"befolkning_botid","2015","07","2","personer","alle","14569"
"befolkning_botid","2015","07","alle","personer","alle","26398"
"befolkning_botid","2015","08","1","personer","alle","7045"
"befolkning_botid","2015","08","2","personer","alle","5546"
"befolkning_botid","2015","08","alle","personer","alle","12591"
"befolkning_botid","2015","09","1","personer","alle","61151"
"befolkning_botid","2015","09","2","personer","alle","97684"
"befolkning_botid","2015","09","alle","personer","alle","158835"
"befolkning_botid","2015","10","1","personer","alle","706"
"befolkning_botid","2015","10","2","personer","alle","462"
"befolkning_botid","2015","10","alle","personer","alle","1168"
"befolkning_botid","2015","11","1","personer","alle","1938"
"befolkning_botid","2015","11","2","personer","alle","1972"
"befolkning_botid","2015","11","alle","personer","alle","3910"
"befolkning_botid","2015","12","1","personer","alle","3895"
"befolkning_botid","2015","12","2","personer","alle","3735"
"befolkning_botid","2015","12","alle","personer","alle","7630"
"befolkning_botid","2015","13","1","personer","alle","1566"
"befolkning_botid","2015","13","2","personer","alle","1506"
"befolkning_botid","2015","13","alle","personer","alle","3072"
"befolkning_botid","2015","14","1","personer","alle","2766"
"befolkning_botid","2015","14","2","personer","alle","3262"
"befolkning_botid","2015","14","alle","personer","alle","6028"
"befolkning_botid","2015","15","1","personer","alle","1170"
"befolkning_botid","2015","15","2","personer","alle","1223"
"befolkning_botid","2015","15","alle","personer","alle","2393"
"befolkning_botid","2015","16","1","personer","alle","1726"
"befolkning_botid","2015","16","2","personer","alle","1784"
"befolkning_botid","2015","16","alle","personer","alle","3510"
"befolkning_botid","2015","17","1","personer","alle","641"
"befolkning_botid","2015","17","2","personer","alle","315"
"befolkning_botid","2015","17","alle","personer","alle","956"
"befolkning_botid","2015","18","1","personer","alle","570"
"befolkning_botid","2015","18","2","personer","alle","582"
"befolkning_botid","2015","18","alle","personer","alle","1152"
"befolkning_botid","2015","19","1","personer","alle","985"
"befolkning_botid","2015","19","2","personer","alle","608"
"befolkning_botid","2015","19","alle","personer","alle","1593"
"befolkning_botid","2015","20","1","personer","alle","13481"
"befolkning_botid","2015","20","2","personer","alle","14864"
"befolkning_botid","2015","20","alle","personer","alle","28345"
"befolkning_botid","2015","21","1","personer","alle","1782"
"befolkning_botid","2015","21","2","personer","alle","831"
"befolkning_botid","2015","21","alle","personer","alle","2613"
"befolkning_botid","2015","22","1","personer","alle","2096"
"befolkning_botid","2015","22","2","personer","alle","2030"
"befolkning_botid","2015","22","alle","personer","alle","4126"
"befolkning_botid","2015","23","1","personer","alle","1030"
"befolkning_botid","2015","23","2","personer","alle","603"
"befolkning_botid","2015","23","alle","personer","alle","1633"
"befolkning_botid","2015","24","1","personer","alle","2205"
"befolkning_botid","2015","24","2","personer","alle","1804"
"befolkning_botid","2015","24","alle","personer","alle","4009"
"befolkning_botid","2015","25","1","personer","alle","7816"
"befolkning_botid","2015","25","2","personer","alle","6469"
"befolkning_botid","2015","25","alle","personer","alle","14285"
"befolkning_botid","2015","26","1","personer","alle","5211"
"befolkning_botid","2015","26","2","personer","alle","5193"
"befolkning_botid","2015","26","alle","personer","alle","10404"
"befolkning_botid","2015","27","1","personer","alle","4903"
"befolkning_botid","2015","27","2","personer","alle","7342"
"befolkning_botid","2015","27","alle","personer","alle","12245"
"befolkning_botid","2015","28","1","personer","alle","882"
"befolkning_botid","2015","28","2","personer","alle","833"
"befolkning_botid","2015","28","alle","personer","alle","1715"
"befolkning_botid","2015","29","1","personer","alle","868"
"befolkning_botid","2015","29","2","personer","alle","951"
"befolkning_botid","2015","29","alle","personer","alle","1819"
"befolkning_botid","2015","30","1","personer","alle","777"
"befolkning_botid","2015","30","2","personer","alle","304"
"befolkning_botid","2015","30","alle","personer","alle","1081"
"befolkning_botid","2015","31","1","personer","alle","340"
"befolkning_botid","2015","31","2","personer","alle","382"
"befolkning_botid","2015","31","alle","personer","alle","722"
"befolkning_botid","2015","32","1","personer","alle","5040"
"befolkning_botid","2015","32","2","personer","alle","4464"
"befolkning_botid","2015","32","alle","personer","alle","9504"
"befolkning_botid","2015","33","1","personer","alle","1821"
"befolkning_botid","2015","33","2","personer","alle","1645"
"befolkning_botid","2015","33","alle","personer","alle","3466"
"befolkning_botid","2015","34","1","personer","alle","1279"
"befolkning_botid","2015","34","2","personer","alle","1127"
"befolkning_botid","2015","34","alle","personer","alle","2406"
"befolkning_botid","2015","35","1","personer","alle","6653"
"befolkning_botid","2015","35","2","personer","alle","9731"
"befolkning_botid","2015","35","alle","personer","alle","16384"
"befolkning_botid","2015","36","1","personer","alle","1336"
"befolkning_botid","2015","36","2","personer","alle","1004"
"befolkning_botid","2015","36","alle","personer","alle","2340"
"befolkning_botid","2015","37","1","personer","alle","6702"
"befolkning_botid","2015","37","2","personer","alle","4415"
"befolkning_botid","2015","37","alle","personer","alle","11117"
"befolkning_botid","2015","38","1","personer","alle","1575"
"befolkning_botid","2015","38","2","personer","alle","880"
"befolkning_botid","2015","38","alle","personer","alle","2455"
"befolkning_botid","2015","39","1","personer","alle","27772"
"befolkning_botid","2015","39","2","personer","alle","22705"
"befolkning_botid","2015","39","alle","personer","alle","50477"
"befolkning_botid","2015","40","1","personer","alle","19472"
"befolkning_botid","2015","40","2","personer","alle","18769"
"befolkning_botid","2015","40","alle","personer","alle","38241"
"befolkning_botid","2015","41","1","personer","alle","1635"
"befolkning_botid","2015","41","2","personer","alle","677"
"befolkning_botid","2015","41","alle","personer","alle","2312"
"befolkning_botid","2015","42","1","personer","alle","1338"
"befolkning_botid","2015","42","2","personer","alle","863"
"befolkning_botid","2015","42","alle","personer","alle","2201"
"befolkning_botid","2015","43","1","personer","alle","582"
"befolkning_botid","2015","43","2","personer","alle","433"
"befolkning_botid","2015","43","alle","personer","alle","1015"
"befolkning_botid","2015","44","1","personer","alle","1864"
"befolkning_botid","2015","44","2","personer","alle","862"
"befolkning_botid","2015","44","alle","personer","alle","2726"
"befolkning_botid","2015","45","1","personer","alle","687"
"befolkning_botid","2015","45","2","personer","alle","255"
"befolkning_botid","2015","45","alle","personer","alle","942"
"befolkning_botid","2015","46","1","personer","alle","3704"
"befolkning_botid","2015","46","2","personer","alle","2079"
"befolkning_botid","2015","46","alle","personer","alle","5783"
"befolkning_botid","2015","47","1","personer","alle","3297"
"befolkning_botid","2015","47","2","personer","alle","2126"
"befolkning_botid","2015","47","alle","personer","alle","5423"
"befolkning_botid","2015","48","1","personer","alle","613"
"befolkning_botid","2015","48","2","personer","alle","303"
"befolkning_botid","2015","48","alle","personer","alle","916"
"befolkning_botid","2015","49","1","personer","alle","2280"
"befolkning_botid","2015","49","2","personer","alle","1041"
"befolkning_botid","2015","49","alle","personer","alle","3321"
"befolkning_botid","2015","50","1","personer","alle","1761"
"befolkning_botid","2015","50","2","personer","alle","986"
"befolkning_botid","2015","50","alle","personer","alle","2747"
"befolkning_botid","2015","51","1","personer","alle","1638"
"befolkning_botid","2015","51","2","personer","alle","1372"
"befolkning_botid","2015","51","alle","personer","alle","3010"
"befolkning_botid","2015","52","1","personer","alle","2949"
"befolkning_botid","2015","52","2","personer","alle","2322"
"befolkning_botid","2015","52","alle","personer","alle","5271"
"befolkning_botid","2015","53","1","personer","alle","3458"
"befolkning_botid","2015","53","2","personer","alle","2065"
"befolkning_botid","2015","53","alle","personer","alle","5523"
"befolkning_botid","2015","54","1","personer","alle","1521"
"befolkning_botid","2015","54","2","personer","alle","585"
"befolkning_botid","2015","54","alle","personer","alle","2106"
"befolkning_botid","2015","55","1","personer","alle","3141"
"befolkning_botid","2015","55","2","personer","alle","1890"
"befolkning_botid","2015","55","alle","personer","alle","5031"
"befolkning_botid","2015","56","1","personer","alle","5688"
"befolkning_botid","2015","56","2","personer","alle","3145"
"befolkning_botid","2015","56","alle","personer","alle","8833"
"befolkning_botid","2015","57","1","personer","alle","972"
"befolkning_botid","2015","57","2","personer","alle","474"
"befolkning_botid","2015","57","alle","personer","alle","1446"
"befolkning_botid","2015","58","1","personer","alle","1359"
"befolkning_botid","2015","58","2","personer","alle","268"
"befolkning_botid","2015","58","alle","personer","alle","1627"
"befolkning_botid","2015","59","1","personer","alle","376"
"befolkning_botid","2015","59","2","personer","alle","229"
"befolkning_botid","2015","59","alle","personer","alle","605"
"befolkning_botid","2015","60","1","personer","alle","677"
"befolkning_botid","2015","60","2","personer","alle","710"
"befolkning_botid","2015","60","alle","personer","alle","1387"
"befolkning_botid","2015","61","1","personer","alle","11663"
"befolkning_botid","2015","61","2","personer","alle","13033"
"befolkning_botid","2015","61","alle","personer","alle","24696"
"befolkning_botid","2015","62","1","personer","alle","316"
"befolkning_botid","2015","62","2","personer","alle","167"
"befolkning_botid","2015","62","alle","personer","alle","483"
"befolkning_botid","2015","63","1","personer","alle","806"
"befolkning_botid","2015","63","2","personer","alle","1116"
"befolkning_botid","2015","63","alle","personer","alle","1922"
"befolkning_botid","2015","64","1","personer","alle","2089"
"befolkning_botid","2015","64","2","personer","alle","2144"
"befolkning_botid","2015","64","alle","personer","alle","4233"
"befolkning_botid","2015","65","1","personer","alle","301"
"befolkning_botid","2015","65","2","personer","alle","273"
"befolkning_botid","2015","65","alle","personer","alle","574"
"befolkning_botid","2015","66","1","personer","alle","381"
"befolkning_botid","2015","66","2","personer","alle","329"
"befolkning_botid","2015","66","alle","personer","alle","710"
"befolkning_botid","2015","67","1","personer","alle","596"
"befolkning_botid","2015","67","2","personer","alle","699"
"befolkning_botid","2015","67","alle","personer","alle","1295"
"befolkning_botid","2015","68","1","personer","alle","335"
"befolkning_botid","2015","68","2","personer","alle","442"
"befolkning_botid","2015","68","alle","personer","alle","777"
"befolkning_botid","2015","69","1","personer","alle","536"
"befolkning_botid","2015","69","2","personer","alle","693"
"befolkning_botid","2015","69","alle","personer","alle","1229"
"befolkning_botid","2015","70","1","personer","alle","197"
"befolkning_botid","2015","70","2","personer","alle","67"
"befolkning_botid","2015","70","alle","personer","alle","264"
"befolkning_botid","2015","71","1","personer","alle","415"
"befolkning_botid","2015","71","2","personer","alle","611"
"befolkning_botid","2015","71","alle","personer","alle","1026"
"befolkning_botid","2015","72","1","personer","alle","968"
"befolkning_botid","2015","72","2","personer","alle","1099"
"befolkning_botid","2015","72","alle","personer","alle","2067"
"befolkning_botid","2015","73","1","personer","alle","2858"
"befolkning_botid","2015","73","2","personer","alle","3254"
"befolkning_botid","2015","73","alle","personer","alle","6112"
"befolkning_botid","2015","74","1","personer","alle","1161"
"befolkning_botid","2015","74","2","personer","alle","1241"
"befolkning_botid","2015","74","alle","personer","alle","2402"
"befolkning_botid","2015","75","1","personer","alle","1285"
"befolkning_botid","2015","75","2","personer","alle","1043"
"befolkning_botid","2015","75","alle","personer","alle","2328"
"befolkning_botid","2015","76","1","personer","alle","1281"
"befolkning_botid","2015","76","2","personer","alle","1512"
"befolkning_botid","2015","76","alle","personer","alle","2793"
"befolkning_botid","2015","77","1","personer","alle","1265"
"befolkning_botid","2015","77","2","personer","alle","1846"
"befolkning_botid","2015","77","alle","personer","alle","3111"
"befolkning_botid","2015","78","1","personer","alle","1031"
"befolkning_botid","2015","78","2","personer","alle","1179"
"befolkning_botid","2015","78","alle","personer","alle","2210"
"befolkning_botid","2015","79","1","personer","alle","4958"
"befolkning_botid","2015","79","2","personer","alle","3802"
"befolkning_botid","2015","79","alle","personer","alle","8760"
"befolkning_botid","2015","80","1","personer","alle","598"
"befolkning_botid","2015","80","2","personer","alle","403"
"befolkning_botid","2015","80","alle","personer","alle","1001"
"befolkning_botid","2015","81","1","personer","alle","2353"
"befolkning_botid","2015","81","2","personer","alle","1896"
"befolkning_botid","2015","81","alle","personer","alle","4249"
"befolkning_botid","2015","82","1","personer","alle","658"
"befolkning_botid","2015","82","2","personer","alle","369"
"befolkning_botid","2015","82","alle","personer","alle","1027"
"befolkning_botid","2015","83","1","personer","alle","1786"
"befolkning_botid","2015","83","2","personer","alle","1928"
"befolkning_botid","2015","83","alle","personer","alle","3714"
