"tabell_navn","aar","fylke_nr","vreg_3","enhet","tabellvariabel","flytting"
"befolkning_flytting_vreg","2014","07","alle","personer","184","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","-65","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","-18","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","-141","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","133","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","197","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","-338","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","-354","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","-3","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","-263","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","-813","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","-373","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","-346","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","1","personer","189","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","2","personer","336","nettoinnflytting"
"befolkning_flytting_vreg","2014","02","1","personer","625","nettoinnflytting"
"befolkning_flytting_vreg","2014","02","2","personer","1178","nettoinnflytting"
"befolkning_flytting_vreg","2014","03","1","personer","-533","nettoinnflytting"
"befolkning_flytting_vreg","2014","03","2","personer","841","nettoinnflytting"
"befolkning_flytting_vreg","2014","04","1","personer","39","nettoinnflytting"
"befolkning_flytting_vreg","2014","04","2","personer","-289","nettoinnflytting"
"befolkning_flytting_vreg","2014","05","1","personer","-52","nettoinnflytting"
"befolkning_flytting_vreg","2014","05","2","personer","-188","nettoinnflytting"
"befolkning_flytting_vreg","2014","06","1","personer","-28","nettoinnflytting"
"befolkning_flytting_vreg","2014","06","2","personer","82","nettoinnflytting"
"befolkning_flytting_vreg","2014","07","1","personer","198","nettoinnflytting"
"befolkning_flytting_vreg","2014","07","2","personer","-14","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","1","personer","20","nettoinnflytting"
"befolkning_flytting_vreg","2014","08","2","personer","-85","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","1","personer","-13","nettoinnflytting"
"befolkning_flytting_vreg","2014","09","2","personer","-5","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","1","personer","-38","nettoinnflytting"
"befolkning_flytting_vreg","2014","10","2","personer","-103","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","1","personer","55","nettoinnflytting"
"befolkning_flytting_vreg","2014","11","2","personer","78","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","1","personer","73","nettoinnflytting"
"befolkning_flytting_vreg","2014","12","2","personer","124","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","1","personer","-63","nettoinnflytting"
"befolkning_flytting_vreg","2014","14","2","personer","-275","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","1","personer","-82","nettoinnflytting"
"befolkning_flytting_vreg","2014","15","2","personer","-272","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","1","personer","-101","nettoinnflytting"
"befolkning_flytting_vreg","2014","16","2","personer","98","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","1","personer","-31","nettoinnflytting"
"befolkning_flytting_vreg","2014","17","2","personer","-232","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","1","personer","-114","nettoinnflytting"
"befolkning_flytting_vreg","2014","18","2","personer","-699","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","1","personer","-10","nettoinnflytting"
"befolkning_flytting_vreg","2014","19","2","personer","-363","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","1","personer","-134","nettoinnflytting"
"befolkning_flytting_vreg","2014","20","2","personer","-212","nettoinnflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","3584","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","12561","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","20597","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","2505","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","2664","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","4735","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","3205","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","1860","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","1423","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","2689","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","8447","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","7575","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","1551","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","3951","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","4505","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","1496","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","3348","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","2900","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","1565","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","01","1","personer","1708","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","01","2","personer","1876","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","1","personer","6803","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","02","2","personer","5758","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","1","personer","10486","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","03","2","personer","10111","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","1","personer","1183","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","04","2","personer","1322","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","1","personer","1169","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","05","2","personer","1495","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","1","personer","2631","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","06","2","personer","2104","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","1","personer","1874","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","07","2","personer","1331","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","1","personer","831","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","08","2","personer","1029","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","1","personer","640","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","09","2","personer","783","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","1","personer","1180","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","10","2","personer","1509","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","1","personer","5093","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","11","2","personer","3354","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","1","personer","4601","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","12","2","personer","2974","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","1","personer","836","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","14","2","personer","715","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","1","personer","2325","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","15","2","personer","1626","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","1","personer","2475","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","16","2","personer","2030","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","1","personer","597","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","17","2","personer","899","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","1","personer","1453","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","18","2","personer","1895","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","1","personer","1487","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","19","2","personer","1413","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","20","1","personer","866","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","20","2","personer","699","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","2150","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","7216","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","13087","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","1459","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","1444","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","2960","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","1768","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","1195","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","781","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","1413","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","4651","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","4027","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","998","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","2025","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","2891","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","962","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","2003","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","1569","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","969","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","01","1","personer","1018","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","01","2","personer","1132","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","02","1","personer","3863","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","02","2","personer","3353","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","03","1","personer","6683","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","03","2","personer","6404","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","04","1","personer","543","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","04","2","personer","916","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","05","1","personer","596","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","05","2","personer","848","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","06","1","personer","1726","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","06","2","personer","1234","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","07","1","personer","955","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","07","2","personer","813","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","08","1","personer","520","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","08","2","personer","675","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","09","1","personer","394","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","09","2","personer","387","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","10","1","personer","651","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","10","2","personer","762","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","11","1","personer","2785","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","11","2","personer","1866","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","12","1","personer","2427","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","12","2","personer","1600","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","14","1","personer","473","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","14","2","personer","525","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","15","1","personer","1134","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","15","2","personer","891","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","16","1","personer","1536","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","16","2","personer","1355","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","17","1","personer","373","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","17","2","personer","589","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","18","1","personer","693","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","18","2","personer","1310","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","19","1","personer","647","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","19","2","personer","922","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","20","1","personer","476","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","20","2","personer","493","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","01","alle","personer","1434","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","02","alle","personer","5345","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","03","alle","personer","7510","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","04","alle","personer","1046","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","05","alle","personer","1220","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","06","alle","personer","1775","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","07","alle","personer","1437","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","08","alle","personer","665","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","09","alle","personer","642","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","10","alle","personer","1276","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","11","alle","personer","3796","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","12","alle","personer","3548","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","14","alle","personer","553","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","15","alle","personer","1926","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","16","alle","personer","1614","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","17","alle","personer","534","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","18","alle","personer","1345","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","19","alle","personer","1331","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","20","alle","personer","596","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","01","1","personer","690","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","01","2","personer","744","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","02","1","personer","2940","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","02","2","personer","2405","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","03","1","personer","3803","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","03","2","personer","3707","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","04","1","personer","640","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","04","2","personer","406","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","05","1","personer","573","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","05","2","personer","647","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","06","1","personer","905","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","06","2","personer","870","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","07","1","personer","919","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","07","2","personer","518","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","08","1","personer","311","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","08","2","personer","354","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","09","1","personer","246","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","09","2","personer","396","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","10","1","personer","529","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","10","2","personer","747","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","11","1","personer","2308","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","11","2","personer","1488","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","12","1","personer","2174","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","12","2","personer","1374","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","14","1","personer","363","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","14","2","personer","190","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","15","1","personer","1191","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","15","2","personer","735","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","16","1","personer","939","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","16","2","personer","675","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","17","1","personer","224","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","17","2","personer","310","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","18","1","personer","760","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","18","2","personer","585","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","19","1","personer","840","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","19","2","personer","491","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","20","1","personer","390","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","20","2","personer","206","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","61326","innvandring"
"befolkning_flytting_vreg","2014","00","1","personer","35704","innvandring"
"befolkning_flytting_vreg","2014","00","2","personer","25622","innvandring"
"befolkning_flytting_vreg","2014","00","alle","personer","23733","utvandring"
"befolkning_flytting_vreg","2014","00","1","personer","14959","utvandring"
"befolkning_flytting_vreg","2014","00","2","personer","8774","utvandring"
"befolkning_flytting_vreg","2014","00","alle","personer","49461","innflytting"
"befolkning_flytting_vreg","2014","00","1","personer","23517","innflytting"
"befolkning_flytting_vreg","2014","00","2","personer","25944","innflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","49461","utflytting"
"befolkning_flytting_vreg","2014","00","1","personer","23517","utflytting"
"befolkning_flytting_vreg","2014","00","2","personer","25944","utflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","37593","nettoinnvandring"
"befolkning_flytting_vreg","2014","00","1","personer","20745","nettoinnvandring"
"befolkning_flytting_vreg","2014","00","2","personer","16848","nettoinnvandring"
"befolkning_flytting_vreg","2014","00","alle","personer","0","nettoinnflytting"
"befolkning_flytting_vreg","2014","00","1","personer","0","nettoinnflytting"
"befolkning_flytting_vreg","2014","00","2","personer","0","nettoinnflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","110787","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","00","1","personer","59221","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","00","2","personer","51566","innvandring_og_innflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","73194","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","00","1","personer","38476","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","00","2","personer","34718","utvandring_og_utflytting"
"befolkning_flytting_vreg","2014","00","alle","personer","37593","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","00","1","personer","20745","nettoinnvandring_og_nettoinnflytting"
"befolkning_flytting_vreg","2014","00","2","personer","16848","nettoinnvandring_og_nettoinnflytting"
